station_id,longitude,latitude,Z.Elev,date,pH,Aldrin,BHC,Dieldrin,DDTs,Heptachlor,Heptachlorepoxide,As,Cd,Pb,Cr6,Cu,Zn,Hg,DO,T,BOD5,COD,TOC,N_NH4,N_NO3,N_NO2,P_PO4,Coliform,Ecoli,WQI,Note,WQI_Level,WQI_Color
TGLX142022,105.21,10.62,-1.23,1/6/2022,7.52,0.027,0.019,0.015,0.017,0.034,0.016,0.018,0.009,0.003,0.016,0.01,0.0,0.002,5.855,25,11.14,26.106,16.895,1.1,0.288,0.41,0.575,9500.0,0,38,,Xấu,"RGB(255,126,0)"
TGLX142022,105.21,10.62,-1.23,17/6/2022,7.61,0.024,0.014,0.011,0.011,0.037,0.014,0.02,0.009,0.004,0.009,0.007,0.0,0.002,6.523,25,11.14,29.603,18.998,0.265,0.35,0.23,0.55,7200.0,0,46,,Xấu,"RGB(255,126,0)"
VC00012021,106.56,10.5,-1.23,26/1/2021,5.96,0.051,0.041,0.038,0.042,0.04,0.03,0.018,0.008,0.008,0.06,0.007,0.0,0.001,6.14,25,10.6,22.468,16.175,0.1,0.8,1.5,0.3,6600.0,0,27,,Xấu,"RGB(255,126,0)"
VC00012021,106.56,10.5,-1.23,10/2/2021,6.16,0.036,0.026,0.023,0.027,0.035,0.022,0.019,0.008,0.003,0.034,0.007,0.0,0.001,6.34,25,10.7,22.554,16.502,0.15,0.3,0.86,0.3,7200.0,0,32,,Xấu,"RGB(255,126,0)"
VC00012021,106.56,10.5,-1.23,26/2/2021,6.36,0.033,0.024,0.021,0.022,0.038,0.02,0.019,0.008,0.006,0.028,0.005,0.0,0.001,6.24,25,10.6,28.846,18.336,0.23,0.6,0.71,0.4,5400.0,0,33,,Xấu,"RGB(255,126,0)"
VC00012021,106.56,10.5,0.02,12/3/2021,6.28,0.032,0.022,0.018,0.019,0.039,0.019,0.019,0.01,0.005,0.028,0.002,0.0,0.001,6.445,25,12.0,26.304,17.842,0.32,0.5,0.69,0.4,1700.0,0,32,,Xấu,"RGB(255,126,0)"
VC00012021,106.56,10.5,0.02,27/3/2021,6.63,0.037,0.028,0.024,0.029,0.035,0.022,0.019,0.008,0.003,0.044,0.0,0.0,0.001,6.383,25,10.7,26.635,17.853,0.48,0.3,1.1,0.4,400.0,0,32,,Xấu,"RGB(255,126,0)"
VC00012021,106.56,10.5,0.02,11/4/2021,6.44,0.029,0.019,0.015,0.018,0.036,0.017,0.02,0.009,0.002,0.025,0.002,0.0,0.001,6.635,25,11.5,28.537,18.831,0.45,0.18,0.63,0.4,2100.0,0,59,,Trung bình,"RGB(255,255,0)"
VC00012021,106.56,10.5,0.02,26/4/2021,6.7,0.035,0.025,0.025,0.027,0.034,0.021,0.02,0.001,0.008,0.038,0.003,0.0,0.001,6.775,25,3.6,9.313,12.981,0.32,0.8,0.96,0.3,2700.0,0,42,,Xấu,"RGB(255,126,0)"
VC00012021,106.56,10.5,0.02,11/5/2021,6.32,0.039,0.029,0.029,0.035,0.028,0.024,0.02,0.002,0.002,0.052,0.003,0.0,0.001,6.68,25,4.0,9.105,12.772,0.56,0.24,1.31,0.4,2600.0,0,36,,Xấu,"RGB(255,126,0)"
VC00012021,106.56,10.5,0.02,26/5/2021,5.96,0.054,0.044,0.039,0.048,0.039,0.033,0.02,0.011,0.002,0.074,0.001,0.0,0.001,6.665,25,13.9,31.151,19.7,1.2,0.18,1.85,0.3,1300.0,0,24,,Kém,"RGB(255,0,0)"
VC00012021,106.56,10.5,0.02,10/6/2021,5.5,0.043,0.033,0.033,0.039,0.028,0.026,0.02,0.002,0.003,0.059,0.003,0.0,0.001,6.55,25,4.0,8.89,12.51,1.69,0.27,1.47,0.4,2700.0,0,17,,Kém,"RGB(255,0,0)"
VC00012021,106.56,10.5,0.02,24/6/2021,5.73,0.053,0.043,0.04,0.045,0.04,0.032,0.019,0.008,0.007,0.066,0.005,0.0,0.001,6.458,25,10.3,27.032,18.09,1.37,0.74,1.65,0.3,4800.0,0,20,,Kém,"RGB(255,0,0)"
VC00012021,106.56,10.5,0.02,9/7/2021,6.23,0.053,0.044,0.04,0.047,0.039,0.032,0.019,0.008,0.006,0.072,0.002,0.0,0.001,6.208,25,10.9,26.975,17.697,0.37,0.6,1.79,0.3,1700.0,0,29,,Xấu,"RGB(255,126,0)"
VC00022021,106.41,10.54,0.02,27/1/2021,6.35,0.041,0.035,0.032,0.038,0.026,0.025,0.012,0.008,0.002,0.054,0.006,0.0,0.001,3.988,25,10.6,25.158,13.795,0.19,0.2,1.36,0.3,5600.0,0,29,,Xấu,"RGB(255,126,0)"
VC00022021,106.41,10.54,0.02,10/2/2021,6.49,0.043,0.038,0.034,0.042,0.024,0.026,0.011,0.007,0.002,0.056,0.01,0.0,0.001,3.798,25,9.8,26.437,13.913,0.18,0.16,1.41,0.4,9700.0,0,26,,Xấu,"RGB(255,126,0)"
VC00022021,106.41,10.54,0.02,26/2/2021,6.58,0.034,0.027,0.024,0.029,0.025,0.02,0.012,0.008,0.002,0.036,0.01,0.0,0.001,4.12,25,10.1,24.351,13.739,0.24,0.16,0.9,0.3,9700.0,0,29,,Xấu,"RGB(255,126,0)"
VC00022021,106.41,10.54,0.7,12/3/2021,6.6,0.024,0.017,0.014,0.015,0.029,0.014,0.012,0.008,0.005,0.019,0.003,0.0,0.001,4.125,25,10.1,26.009,14.269,0.28,0.5,0.47,0.5,3400.0,0,64,,Trung bình,"RGB(255,255,0)"
VC00022021,106.41,10.54,0.7,27/3/2021,6.51,0.047,0.041,0.038,0.046,0.026,0.028,0.013,0.008,0.001,0.072,0.001,0.0,0.001,4.328,25,10.4,26.581,14.753,0.39,0.11,1.8,0.4,900.0,0,29,,Xấu,"RGB(255,126,0)"
VC00022021,106.41,10.54,0.7,11/4/2021,6.55,0.023,0.016,0.013,0.014,0.029,0.014,0.013,0.009,0.003,0.02,0.002,0.0,0.001,4.338,25,11.1,25.567,14.449,0.5,0.3,0.49,0.5,1700.0,0,60,,Trung bình,"RGB(255,255,0)"
VC00022021,106.41,10.54,0.7,26/4/2021,6.82,0.033,0.026,0.022,0.026,0.029,0.02,0.013,0.009,0.003,0.031,0.009,0.0,0.001,4.255,25,11.7,30.909,16.009,0.51,0.31,0.78,0.5,9200.0,0,26,,Xấu,"RGB(255,126,0)"
VC00022021,106.41,10.54,0.7,11/5/2021,6.44,0.032,0.025,0.021,0.021,0.036,0.019,0.013,0.009,0.008,0.033,0.0,0.0,0.001,4.46,25,11.8,26.38,14.889,0.68,0.8,0.82,0.9,100.0,0,32,,Xấu,"RGB(255,126,0)"
VC00022021,106.41,10.54,0.7,26/5/2021,6.87,0.035,0.028,0.028,0.033,0.022,0.021,0.014,0.002,0.004,0.046,0.005,0.0,0.001,4.568,25,4.3,10.358,9.999,0.86,0.35,1.14,0.5,5400.0,0,34,,Xấu,"RGB(255,126,0)"
VC00022021,106.41,10.54,0.7,10/6/2021,6.6,0.045,0.039,0.036,0.044,0.025,0.027,0.011,0.009,0.001,0.064,0.005,0.0,0.001,3.825,25,11.4,29.08,14.787,1.64,0.1,1.59,0.5,5400.0,0,24,,Kém,"RGB(255,0,0)"
VC00022021,106.41,10.54,0.7,24/6/2021,5.82,0.048,0.043,0.039,0.048,0.024,0.029,0.01,0.008,0.002,0.07,0.005,0.0,0.001,3.48,25,10.4,24.678,12.882,1.17,0.2,1.75,0.3,5400.0,0,22,,Kém,"RGB(255,0,0)"
VC00022021,106.41,10.54,0.7,9/7/2021,6.3,0.053,0.047,0.044,0.051,0.03,0.032,0.012,0.008,0.006,0.074,0.005,0.0,0.001,3.975,25,10.5,23.849,13.363,0.43,0.6,1.86,0.3,5400.0,0,27,,Xấu,"RGB(255,126,0)"
VC00032021,106.38,10.64,0.7,27/1/2021,6.2,0.04,0.033,0.031,0.037,0.025,0.024,0.014,0.006,0.002,0.054,0.004,0.0,0.001,4.625,25,8.1,20.629,13.323,0.54,0.19,1.35,0.6,4400.0,0,30,,Xấu,"RGB(255,126,0)"
VC00032021,106.38,10.64,0.7,10/2/2021,5.7,0.032,0.026,0.024,0.029,0.023,0.019,0.013,0.006,0.001,0.04,0.005,0.0,0.001,4.2,25,8.5,20.985,12.798,0.66,0.11,1.0,0.4,5100.0,0,23,,Kém,"RGB(255,0,0)"
VC00032021,106.38,10.64,0.7,26/2/2021,5.62,0.03,0.024,0.021,0.026,0.024,0.018,0.013,0.006,0.002,0.038,0.002,0.0,0.001,4.33,25,8.3,17.674,11.949,0.47,0.18,0.94,0.4,2200.0,0,22,,Kém,"RGB(255,0,0)"
VC00032021,106.38,10.64,0.82,12/3/2021,6.4,0.042,0.035,0.032,0.035,0.033,0.025,0.014,0.007,0.008,0.049,0.005,0.0,0.001,4.6,25,9.3,24.344,14.457,0.52,0.8,1.23,0.4,5400.0,0,29,,Xấu,"RGB(255,126,0)"
VC00032021,106.38,10.64,0.82,27/3/2021,6.5,0.029,0.022,0.019,0.023,0.026,0.018,0.015,0.007,0.001,0.035,0.001,0.0,0.001,4.925,25,9.4,24.517,14.999,0.27,0.1,0.87,0.4,1300.0,0,37,,Xấu,"RGB(255,126,0)"
VC00032021,106.38,10.64,0.82,11/4/2021,6.1,0.029,0.023,0.02,0.024,0.025,0.018,0.013,0.007,0.001,0.034,0.003,0.0,0.001,4.45,25,9.6,23.168,13.861,0.35,0.1,0.85,0.4,3300.0,0,35,,Xấu,"RGB(255,126,0)"
VC00032021,106.38,10.64,0.82,26/4/2021,6.18,0.054,0.047,0.044,0.053,0.028,0.032,0.014,0.007,0.003,0.076,0.008,0.0,0.001,4.62,25,9.4,21.372,13.55,0.25,0.33,1.9,0.3,8200.0,0,27,,Xấu,"RGB(255,126,0)"
VC00032021,106.38,10.64,0.82,11/5/2021,5.66,0.047,0.04,0.037,0.043,0.03,0.028,0.013,0.007,0.006,0.064,0.004,0.0,0.001,4.34,25,9.3,20.983,13.007,0.26,0.6,1.6,0.3,3500.0,0,21,,Kém,"RGB(255,0,0)"
VC00032021,106.38,10.64,0.82,26/5/2021,5.09,0.048,0.042,0.039,0.047,0.026,0.029,0.013,0.006,0.003,0.069,0.005,0.0,0.001,4.25,25,8.8,22.596,13.381,0.28,0.3,1.72,0.3,4900.0,0,3,,Ô nhiễm rất nặng,"RGB(126,0,35)"
VC00032021,106.38,10.64,0.82,10/6/2021,5.81,0.043,0.037,0.034,0.037,0.031,0.026,0.012,0.006,0.008,0.056,0.002,0.0,0.001,4.078,25,8.7,21.516,12.781,0.59,0.8,1.41,0.3,2400.0,0,26,,Xấu,"RGB(255,126,0)"
VC00032021,106.38,10.64,0.82,24/6/2021,5.53,0.046,0.041,0.038,0.042,0.031,0.028,0.011,0.007,0.009,0.065,0.001,0.0,0.001,3.783,25,9.0,21.416,12.307,0.4,0.9,1.62,0.3,700.0,0,17,,Kém,"RGB(255,0,0)"
VC00032021,106.38,10.64,0.82,9/7/2021,5.93,0.045,0.039,0.037,0.044,0.023,0.027,0.011,0.006,0.003,0.067,0.002,0.0,0.001,3.658,25,8.6,19.174,11.413,0.23,0.3,1.67,0.3,2200.0,0,31,,Xấu,"RGB(255,126,0)"
VC00042021,106.27,10.66,0.82,27/1/2021,6.11,0.049,0.042,0.04,0.047,0.029,0.03,0.014,0.005,0.006,0.068,0.006,0.0,0.001,4.753,25,7.5,18.429,12.821,0.16,0.6,1.69,0.5,5600.0,0,30,,Xấu,"RGB(255,126,0)"
VC00042021,106.27,10.66,0.82,10/2/2021,6.03,0.042,0.035,0.033,0.038,0.027,0.025,0.013,0.005,0.005,0.056,0.004,0.0,0.001,4.275,25,7.9,19.48,12.436,0.17,0.5,1.4,0.3,3800.0,0,33,,Xấu,"RGB(255,126,0)"
VC00042021,106.27,10.66,0.82,26/2/2021,6.05,0.047,0.04,0.038,0.045,0.025,0.028,0.013,0.006,0.003,0.068,0.004,0.0,0.001,4.475,25,8.3,20.806,13.154,0.23,0.25,1.7,0.4,3500.0,0,32,,Xấu,"RGB(255,126,0)"
VC00042021,106.27,10.66,0.01,12/3/2021,6.5,0.035,0.029,0.026,0.032,0.024,0.021,0.013,0.006,0.001,0.048,0.002,0.0,0.001,4.25,25,8.6,18.52,12.096,0.15,0.13,1.19,0.4,2200.0,0,35,,Xấu,"RGB(255,126,0)"
VC00042021,106.27,10.66,0.01,27/3/2021,6.81,0.029,0.021,0.019,0.023,0.026,0.017,0.015,0.006,0.001,0.034,0.001,0.0,0.001,4.928,25,8.7,18.99,13.26,0.19,0.11,0.85,0.4,1400.0,0,38,,Xấu,"RGB(255,126,0)"
VC00042021,106.27,10.66,0.01,11/4/2021,6.22,0.031,0.025,0.023,0.026,0.024,0.018,0.011,0.006,0.004,0.039,0.001,0.0,0.001,3.655,25,8.4,20.439,11.808,0.23,0.41,0.98,0.3,1100.0,0,38,,Xấu,"RGB(255,126,0)"
VC00042021,106.27,10.66,0.01,26/4/2021,6.0,0.033,0.026,0.024,0.025,0.033,0.02,0.014,0.006,0.008,0.035,0.004,0.0,0.001,4.65,25,8.5,21.597,13.666,0.18,0.8,0.87,0.3,3600.0,0,37,,Xấu,"RGB(255,126,0)"
VC00042021,106.27,10.66,0.01,11/5/2021,6.11,0.034,0.027,0.024,0.03,0.025,0.02,0.014,0.006,0.001,0.045,0.001,0.0,0.001,4.528,25,8.8,20.018,12.984,0.2,0.13,1.12,0.3,1300.0,0,36,,Xấu,"RGB(255,126,0)"
VC00042021,106.27,10.66,0.01,26/5/2021,6.57,0.051,0.044,0.041,0.049,0.028,0.031,0.014,0.007,0.003,0.072,0.005,0.0,0.001,4.793,25,9.4,26.978,15.576,0.25,0.3,1.8,0.4,5400.0,0,29,,Xấu,"RGB(255,126,0)"
VC00042021,106.27,10.66,0.01,10/6/2021,6.93,0.039,0.033,0.03,0.036,0.027,0.024,0.013,0.007,0.003,0.054,0.002,0.0,0.001,4.433,25,9.0,22.866,13.739,0.71,0.33,1.35,0.4,1700.0,0,31,,Xấu,"RGB(255,126,0)"
VC00042021,106.27,10.66,0.01,24/6/2021,6.2,0.047,0.041,0.039,0.043,0.031,0.028,0.012,0.006,0.008,0.063,0.005,0.0,0.001,4.025,25,8.9,23.59,13.356,0.41,0.8,1.57,0.3,5400.0,0,29,,Xấu,"RGB(255,126,0)"
VC00042021,106.27,10.66,0.01,9/7/2021,5.78,0.033,0.028,0.025,0.029,0.025,0.02,0.012,0.006,0.003,0.044,0.002,0.0,0.001,3.92,25,8.9,20.694,12.286,0.27,0.3,1.1,0.3,1700.0,0,28,,Xấu,"RGB(255,126,0)"
VC00052021,105.93,10.78,0.01,27/1/2021,6.05,0.046,0.039,0.037,0.046,0.023,0.027,0.013,0.005,0.001,0.066,0.006,0.0,0.001,4.25,25,7.7,17.234,11.69,0.26,0.14,1.66,0.7,5500.0,0,31,,Xấu,"RGB(255,126,0)"
VC00052021,105.93,10.78,0.01,10/2/2021,6.0,0.038,0.032,0.031,0.033,0.029,0.023,0.011,0.004,0.009,0.046,0.005,0.0,0.001,3.825,25,6.9,15.826,10.609,0.31,0.9,1.16,0.5,4900.0,0,34,,Xấu,"RGB(255,126,0)"
VC00052021,105.93,10.78,0.01,26/2/2021,6.32,0.034,0.028,0.026,0.031,0.023,0.021,0.012,0.006,0.002,0.046,0.003,0.0,0.001,4.055,25,8.1,17.69,11.541,0.22,0.18,1.14,0.4,3400.0,0,35,,Xấu,"RGB(255,126,0)"
VC00052021,105.93,10.78,1.0,12/2/2021,6.79,0.027,0.021,0.019,0.02,0.028,0.016,0.012,0.006,0.006,0.029,0.002,0.0,0.001,4.098,25,8.0,22.126,13.004,0.23,0.6,0.72,0.4,1700.0,0,38,,Xấu,"RGB(255,126,0)"
VC00052021,105.93,10.78,1.0,27/3/2021,5.78,0.035,0.03,0.027,0.032,0.023,0.021,0.011,0.006,0.003,0.05,0.0,0.0,0.001,3.77,25,8.2,21.051,12.174,0.22,0.31,1.26,0.5,300.0,0,26,,Xấu,"RGB(255,126,0)"
VC00052021,105.93,10.78,1.0,11/4/2021,6.48,0.029,0.023,0.021,0.02,0.031,0.017,0.012,0.005,0.009,0.03,0.001,0.0,0.001,4.02,25,7.7,16.899,11.24,0.26,0.9,0.76,0.4,700.0,0,40,,Xấu,"RGB(255,126,0)"
VC00052021,105.93,10.78,1.0,26/4/2021,6.48,0.024,0.018,0.015,0.017,0.026,0.014,0.013,0.006,0.004,0.02,0.005,0.0,0.001,4.245,25,8.0,16.352,11.405,0.24,0.43,0.5,0.5,5400.0,0,65,,Trung bình,"RGB(255,255,0)"
VC00052021,105.93,10.78,1.0,11/5/2021,6.86,0.032,0.026,0.024,0.027,0.026,0.019,0.012,0.006,0.005,0.04,0.001,0.0,0.001,3.89,25,8.4,18.653,11.598,0.21,0.5,1.0,0.3,1300.0,0,38,,Xấu,"RGB(255,126,0)"
VC00052021,105.93,10.78,1.0,26/5/2021,6.37,0.029,0.023,0.021,0.024,0.024,0.017,0.012,0.005,0.003,0.035,0.002,0.0,0.001,3.918,25,7.9,19.87,12.023,0.42,0.3,0.88,0.4,2100.0,0,37,,Xấu,"RGB(255,126,0)"
VC00052021,105.93,10.78,1.0,10/6/2021,5.51,0.037,0.032,0.03,0.034,0.024,0.022,0.01,0.006,0.005,0.052,0.001,0.0,0.001,3.253,25,8.3,20.207,11.131,0.38,0.5,1.3,0.7,1100.0,0,16,,Kém,"RGB(255,0,0)"
VC00052021,105.93,10.78,1.0,24/6/2021,6.37,0.037,0.032,0.029,0.036,0.02,0.022,0.01,0.006,0.001,0.055,0.002,0.0,0.001,3.468,25,8.2,19.135,11.116,0.33,0.12,1.37,0.7,1700.0,0,32,,Xấu,"RGB(255,126,0)"
VC00052021,105.93,10.78,1.0,9/7/2021,6.14,0.046,0.041,0.038,0.046,0.023,0.028,0.011,0.006,0.003,0.072,0.001,0.0,0.001,3.785,25,8.1,19.873,11.825,0.33,0.3,1.79,0.3,1100.0,0,32,,Xấu,"RGB(255,126,0)"
VC00062021,106.27,10.78,1.0,27/1/2021,4.02,0.045,0.037,0.036,0.041,0.029,0.027,0.016,0.003,0.006,0.064,0.001,0.0,0.001,5.25,25,5.8,15.179,12.543,0.64,0.6,1.61,0.6,1100.0,0,3,,Ô nhiễm rất nặng,"RGB(126,0,35)"
VC00062021,106.27,10.78,1.0,10/2/2021,3.9,0.025,0.017,0.016,0.018,0.025,0.015,0.016,0.003,0.003,0.026,0.001,0.0,0.001,5.325,25,5.2,15.268,12.683,0.75,0.3,0.66,0.3,1100.0,0,7,,Ô nhiễm rất nặng,"RGB(126,0,35)"
VC00062021,106.27,10.78,1.0,26/2/2021,3.74,0.028,0.02,0.019,0.021,0.027,0.017,0.016,0.004,0.003,0.028,0.005,0.0,0.001,5.435,25,6.1,14.135,12.491,0.43,0.3,0.71,0.3,4900.0,0,7,,Ô nhiễm rất nặng,"RGB(126,0,35)"
VC00062021,106.27,10.78,0.07,12/3/2021,4.7,0.035,0.027,0.025,0.026,0.035,0.021,0.016,0.005,0.009,0.036,0.005,0.0,0.001,5.375,25,7.1,16.35,13.099,0.42,0.9,0.89,0.4,4800.0,0,4,,Ô nhiễm rất nặng,"RGB(126,0,35)"
VC00062021,106.27,10.78,0.07,27/3/2021,5.02,0.028,0.02,0.018,0.02,0.028,0.017,0.016,0.005,0.003,0.03,0.002,0.0,0.001,5.2,25,7.6,17.348,13.151,0.39,0.3,0.74,0.3,1700.0,0,7,,Ô nhiễm rất nặng,"RGB(126,0,35)"
VC00062021,106.27,10.78,0.07,11/4/2021,3.7,0.022,0.014,0.012,0.013,0.026,0.013,0.015,0.004,0.003,0.014,0.007,0.0,0.001,4.975,25,6.9,17.908,12.99,0.41,0.3,0.35,0.3,6800.0,0,7,,Ô nhiễm rất nặng,"RGB(126,0,35)"
VC00062021,106.27,10.78,0.07,26/4/2021,3.14,0.022,0.015,0.013,0.011,0.032,0.013,0.015,0.005,0.008,0.014,0.003,0.0,0.001,4.985,25,7.0,16.975,12.711,0.48,0.8,0.34,0.3,3300.0,0,7,,Ô nhiễm rất nặng,"RGB(126,0,35)"
VC00062021,106.27,10.78,0.07,11/5/2021,3.37,0.024,0.017,0.015,0.017,0.026,0.015,0.015,0.005,0.003,0.025,0.001,0.0,0.001,4.893,25,7.3,20.434,13.663,0.4,0.3,0.62,0.3,1400.0,0,7,,Ô nhiễm rất nặng,"RGB(126,0,35)"
VC00062021,106.27,10.78,0.07,26/5/2021,3.38,0.029,0.021,0.019,0.018,0.035,0.017,0.016,0.005,0.009,0.02,0.008,0.0,0.001,5.27,25,7.4,19.085,13.804,0.44,0.9,0.51,0.3,7900.0,0,3,,Ô nhiễm rất nặng,"RGB(126,0,35)"
VC00062021,106.27,10.78,0.07,10/6/2021,3.05,0.036,0.028,0.026,0.032,0.026,0.022,0.016,0.005,0.002,0.048,0.003,0.0,0.001,5.225,25,7.5,21.437,14.478,1.43,0.15,1.19,0.3,2600.0,0,3,,Ô nhiễm rất nặng,"RGB(126,0,35)"
VC00062021,106.27,10.78,0.07,24/6/2021,3.44,0.05,0.043,0.041,0.049,0.027,0.03,0.015,0.005,0.003,0.072,0.005,0.0,0.001,5.06,25,7.6,23.367,14.839,1.46,0.3,1.8,0.3,5400.0,0,3,,Ô nhiễm rất nặng,"RGB(126,0,35)"
VC00062021,106.27,10.78,0.07,9/7/2021,3.82,0.044,0.036,0.034,0.037,0.035,0.026,0.016,0.005,0.009,0.056,0.001,0.0,0.001,5.23,25,7.9,20.829,14.294,1.26,0.9,1.41,0.3,1400.0,0,3,,Ô nhiễm rất nặng,"RGB(126,0,35)"
VC00072021,106.47,10.64,0.07,27/1/2021,5.91,0.048,0.04,0.037,0.041,0.037,0.029,0.017,0.007,0.007,0.062,0.004,0.0,0.001,5.753,25,9.6,20.499,14.973,0.42,0.7,1.54,0.3,3500.0,0,28,,Xấu,"RGB(255,126,0)"
VC00072021,106.47,10.64,0.07,10/2/2021,6.03,0.033,0.023,0.021,0.023,0.036,0.02,0.019,0.007,0.005,0.03,0.005,0.0,0.001,6.375,25,9.4,24.137,17.054,0.44,0.5,0.75,0.3,4800.0,0,34,,Xấu,"RGB(255,126,0)"
VC00072021,106.47,10.64,0.07,26/2/2021,6.48,0.034,0.024,0.021,0.025,0.034,0.02,0.019,0.008,0.001,0.036,0.002,0.0,0.001,6.42,25,10.9,28.057,18.357,0.78,0.14,0.91,0.3,2400.0,0,33,,Xấu,"RGB(255,126,0)"
VC00072021,106.47,10.64,-0.43,12/3/2021,6.5,0.048,0.038,0.036,0.039,0.04,0.029,0.019,0.007,0.009,0.052,0.009,0.0,0.001,6.425,25,9.4,27.652,18.237,0.7,0.85,1.3,0.5,9200.0,0,24,,Kém,"RGB(255,0,0)"
VC00072021,106.47,10.64,-0.43,27/3/2021,6.33,0.041,0.032,0.029,0.033,0.034,0.025,0.018,0.007,0.004,0.051,0.001,0.0,0.001,5.933,25,9.7,24.441,16.486,0.51,0.44,1.28,0.4,1100.0,0,31,,Xấu,"RGB(255,126,0)"
VC00072021,106.47,10.64,-0.43,11/4/2021,7.15,0.033,0.024,0.021,0.026,0.03,0.02,0.018,0.007,0.001,0.036,0.004,0.0,0.001,5.913,25,9.2,20.786,15.304,0.5,0.13,0.91,0.4,3500.0,0,34,,Xấu,"RGB(255,126,0)"
VC00072021,106.47,10.64,-0.43,26/4/2021,6.34,0.031,0.023,0.02,0.023,0.032,0.019,0.017,0.006,0.004,0.035,0.0,0.0,0.001,5.635,25,8.7,23.5,15.743,0.77,0.39,0.88,0.3,100.0,0,35,,Xấu,"RGB(255,126,0)"
VC00072021,106.47,10.64,-0.43,11/5/2021,6.48,0.046,0.039,0.036,0.043,0.029,0.028,0.016,0.007,0.003,0.067,0.0,0.0,0.001,5.22,25,9.2,20.74,14.25,1.12,0.29,1.68,0.5,400.0,0,29,,Xấu,"RGB(255,126,0)"
VC00072021,106.47,10.64,-0.43,26/5/2021,6.5,0.028,0.019,0.016,0.02,0.03,0.017,0.018,0.007,0.002,0.03,0.0,0.0,0.001,5.975,25,9.0,18.636,14.72,1.72,0.15,0.75,0.5,100.0,0,61,,Trung bình,"RGB(255,255,0)"
VC00072021,106.47,10.64,-0.43,10/6/2021,5.9,0.038,0.029,0.027,0.031,0.033,0.023,0.018,0.006,0.004,0.046,0.002,0.0,0.001,6.05,25,8.7,20.338,15.369,1.26,0.43,1.15,0.4,1700.0,0,29,,Xấu,"RGB(255,126,0)"
VC00072021,106.47,10.64,-0.43,24/6/2021,6.69,0.054,0.044,0.042,0.051,0.031,0.032,0.019,0.006,0.002,0.079,0.001,0.0,0.001,6.173,25,8.9,24.25,16.786,1.63,0.18,1.98,0.3,1100.0,0,29,,Xấu,"RGB(255,126,0)"
VC00072021,106.47,10.64,-0.43,9/7/2021,5.81,0.041,0.033,0.031,0.037,0.03,0.025,0.017,0.006,0.003,0.056,0.002,0.0,0.001,5.578,25,8.4,19.71,14.462,1.13,0.3,1.39,0.3,1700.0,0,25,,Kém,"RGB(255,0,0)"
VC00082021,106.41,10.77,-0.43,27/1/2021,6.2,0.043,0.036,0.034,0.039,0.028,0.026,0.013,0.006,0.005,0.057,0.005,0.0,0.001,4.325,25,8.6,20.793,12.925,0.14,0.5,1.42,0.3,4600.0,0,32,,Xấu,"RGB(255,126,0)"
VC00082021,106.41,10.77,-0.43,10/2/2021,6.06,0.042,0.036,0.034,0.04,0.024,0.025,0.011,0.005,0.004,0.058,0.005,0.0,0.001,3.825,25,7.8,22.211,12.622,0.14,0.4,1.44,0.3,5400.0,0,32,,Xấu,"RGB(255,126,0)"
VC00082021,106.41,10.77,-0.43,26/2/2021,6.2,0.035,0.03,0.027,0.032,0.023,0.021,0.011,0.006,0.003,0.047,0.003,0.0,0.001,3.725,25,8.0,20.61,11.967,0.78,0.34,1.17,0.3,3400.0,0,32,,Xấu,"RGB(255,126,0)"
VC00082021,106.41,10.77,-0.65,12/3/2021,6.52,0.048,0.042,0.039,0.048,0.023,0.029,0.012,0.007,0.002,0.076,0.0,0.0,0.001,3.88,25,9.0,20.552,12.181,0.39,0.15,1.9,0.4,100.0,0,30,,Xấu,"RGB(255,126,0)"
VC00082021,106.41,10.77,-0.65,27/3/2021,6.37,0.041,0.033,0.031,0.037,0.026,0.024,0.015,0.006,0.001,0.051,0.008,0.0,0.001,4.968,25,8.8,17.992,13.006,0.18,0.13,1.27,0.4,7900.0,0,29,,Xấu,"RGB(255,126,0)"
VC00082021,106.41,10.77,-0.65,11/4/2021,6.52,0.048,0.042,0.039,0.044,0.031,0.029,0.013,0.006,0.008,0.068,0.001,0.0,0.001,4.18,25,8.7,25.394,14.158,0.22,0.8,1.7,0.4,1100.0,0,32,,Xấu,"RGB(255,126,0)"
VC00082021,106.41,10.77,-0.65,26/4/2021,6.47,0.038,0.032,0.03,0.035,0.025,0.023,0.012,0.006,0.004,0.046,0.009,0.0,0.001,4.093,25,8.2,20.076,12.35,0.15,0.36,1.15,0.4,9200.0,0,29,,Xấu,"RGB(255,126,0)"
VC00082021,106.41,10.77,-0.65,11/5/2021,6.13,0.033,0.027,0.025,0.03,0.022,0.02,0.012,0.006,0.001,0.044,0.004,0.0,0.001,3.858,25,8.6,18.342,11.451,0.2,0.13,1.1,0.3,3500.0,0,36,,Xấu,"RGB(255,126,0)"
VC00082021,106.41,10.77,-0.65,26/5/2021,6.37,0.037,0.031,0.028,0.033,0.026,0.022,0.012,0.006,0.004,0.046,0.005,0.0,0.001,3.993,25,8.8,23.871,13.396,0.25,0.4,1.15,0.5,5400.0,0,32,,Xấu,"RGB(255,126,0)"
